Sample,Area (µm2),Mean
Smooth,1.16408,6575
Smooth,1.16408,6458
Smooth,20.95339,8254.22222
Smooth,50.05532,8554.39535
Smooth,1.16408,5477
Smooth,1.16408,6057
Smooth,1.16408,6015
Smooth,1.16408,6568
Smooth,8.14854,8989.71429
Smooth,3.49223,6057.66667
Smooth,24.44562,8590.47619
Smooth,9.31262,10006.75
Smooth,1.16408,5517
Smooth,5.82039,7908.6
Smooth,1.16408,5762
Smooth,4.65631,7617.25
Smooth,1.16408,5737
Smooth,16.29708,6422.78571
Smooth,12.80485,6225.90909
Smooth,2.32815,5984.5
Smooth,1.16408,6137
Smooth,1.16408,6102
Smooth,1.16408,5650
Smooth,1.16408,5824
Smooth,1.16408,6581
Smooth,1.16408,5457
Smooth,1.16408,6204
Smooth,26.77378,8978.95652
Smooth,13.96893,9204
Smooth,65.18833,15623.23214
Smooth,1.16408,6243
Smooth,1.16408,5801
Smooth,1.16408,5838
Smooth,8.14854,8339
Smooth,1.16408,6075
Smooth,1.16408,5889
Smooth,6.98446,6550
Smooth,1.16408,5426
Smooth,11.64077,6379.6
Smooth,2.32815,5837
Smooth,2.32815,6187
Smooth,1.16408,6075
Smooth,1.16408,5794
Smooth,1.16408,5597
Smooth,4.65631,8030.25
Smooth,2.32815,5971.5
Smooth,1.16408,5471
Smooth,2.32815,6808
Smooth,3.49223,7017.33333
Smooth,13.96893,6323.16667
Smooth,8.14854,7846.57143
Smooth,4.65631,6576
Smooth,1.16408,5483
Smooth,1.16408,5503
Smooth,2.32815,6114
Smooth,13.96893,7502.25
Smooth,3.49223,9474.66667
Smooth,5.82039,6168.8
Smooth,1.16408,5979
Smooth,2.32815,6648.5
Smooth,1.16408,5723
Smooth,1.16408,5869
Smooth,16.29708,8590.14286
Smooth,51.2194,6385.29545
Smooth,1.16408,5655
Smooth,1.16408,5498
Smooth,15.133,8057.15385
Smooth,37.25047,10571.53125
Smooth,44.23494,11141.81579
Smooth,1.16408,6686
Smooth,1.16408,6380
Smooth,1.16408,5530
Smooth,1.16408,5557
Smooth,1.16408,7045
Smooth,1.16408,6150
Smooth,4.65631,6446.75
Smooth,1.16408,5733
Smooth,1.16408,5825
Smooth,1.16408,5555
Smooth,1.16408,5429
Smooth,1.16408,6512
Smooth,2.32815,6027.5
Smooth,2.32815,5942
Smooth,1.16408,6268
Smooth,24.44562,8596.28571
Smooth,16.29708,8600.57143
Smooth,2.32815,5808.5
Smooth,2.32815,6668
Smooth,1.16408,5882
Smooth,8.14854,7281.57143
Smooth,2.32815,5994.5
Smooth,1.16408,7521
Smooth,1.16408,5468
Smooth,8.14854,8006.57143
Smooth,1.16408,6138
Smooth,1.16408,5673
Smooth,3.49223,5808.33333
Smooth,47.72717,10421.80488
Smooth,1.16408,6373
Smooth,5.82039,6041
Smooth,2.32815,5729.5
Smooth,1.16408,5664
Smooth,1.16408,6490
Smooth,1.16408,5759
Smooth,1.16408,8237
Smooth,3.49223,6138.33333
Smooth,4.65631,6966
Smooth,1.16408,6081
Smooth,2.32815,6269
Smooth,1.16408,6091
Smooth,1.16408,5722
Smooth,178.10382,15709.48366
Smooth,5.82039,8145.8
Smooth,1.16408,5437
Smooth,8.14854,6560.28571
Smooth,1.16408,5699
Smooth,95.45433,16853.5
Smooth,3.49223,6054
Smooth,1.16408,5553
Smooth,4.65631,6055.5
Smooth,30.26601,23863.73077
Smooth,48.89124,12564.16667
Smooth,1.16408,5672
Smooth,22.11747,8965.57895
Smooth,1.16408,5490
Smooth,1.16408,6294
Smooth,4.65631,7059.5
Smooth,5.82039,6880.4
Smooth,1.16408,5503
Smooth,1.16408,8170
Rough,6653.86551,10010.46798
Rough,1.16408,6025
Rough,3.49223,7231
Rough,1.16408,6100
Rough,3.49223,7214.33333
Rough,1.16408,5457
Rough,45.39901,7202.89744
Rough,128.0485,9698.45455
Rough,12.80485,7594.09091
Rough,3.49223,6428.66667
Rough,8.14854,6339.28571
Rough,64.02425,8966.4
Rough,46.56309,9438.85
Rough,17.46116,6894.06667
Rough,1.16408,5522
Rough,1.16408,6786
Rough,1.16408,6664
Rough,45.39901,8003.92308
Rough,181.59605,11038.52564
Rough,1.16408,5730
Rough,5.82039,6737
Rough,4.65631,6314.25
Rough,114.07957,11738.28571
Rough,6.98446,6744.5
Rough,1.16408,5610
Rough,1.16408,5522
Rough,3.49223,6737.33333
Rough,1.16408,6061
Rough,1.16408,6341
Rough,1.16408,5802
Rough,1.16408,6453
Rough,203.71352,10702.26857
Rough,4.65631,6400.5
Rough,1.16408,6041
Rough,1.16408,5575
Rough,39.57863,10102.23529
Rough,16.29708,6805.57143
Rough,26.77378,6740.69565
Rough,1.16408,6048
Rough,46.56309,11276.375
Rough,117.5718,9726.9901
Rough,66.3524,9940.92982
Rough,6.98446,6147.33333
Rough,130.37665,11214.98214
Rough,1.16408,5805
Rough,1.16408,5759
Rough,2.32815,6103
Rough,3.49223,6599.66667
Rough,1.16408,5814
Rough,15.133,6529.38462
Rough,1.16408,6402
Rough,1.16408,6483
Rough,51.2194,9913
Rough,109.42326,10269.39362
Rough,1.16408,5765
Rough,13.96893,11756.66667
Rough,3.49223,5829
Rough,1.16408,7091
Rough,1.16408,6691
Rough,2.32815,6708.5
Rough,95.45433,11038.95122
Rough,1.16408,5943
Rough,1.16408,6063
Rough,6.98446,7554.33333
Rough,2.32815,6938
Rough,1.16408,6233
Rough,25.6097,6493.04545
Rough,1.16408,5722
Rough,90.79802,10334.9359
Rough,2.32815,6101.5
Rough,57.03978,12259.22449
Rough,1.16408,5697
Rough,1.16408,5950
Rough,4.65631,6272
Rough,1.16408,5718
Rough,1.16408,5579
Rough,1.16408,5803
Rough,1.16408,7222
Rough,9.31262,8265.75
Rough,16.29708,9633.07143
Rough,8.14854,6666.57143
Rough,41.90678,9596.47222
Rough,57.03978,7821.16327
Rough,2.32815,5517
Rough,80.32133,10692.98551
Rough,3.49223,5918.33333
Rough,12.80485,6499.90909
Rough,1.16408,5624
Rough,4.65631,5974.5
Rough,2.32815,6427.5
Rough,13.96893,6597.16667
Rough,39.57863,9830.17647
Rough,62.86017,13649.90741
Rough,1.16408,5530
Rough,1.16408,5771
Rough,1.16408,5819
Rough,1.16408,5873
Rough,38.41455,10274.84848
Rough,4.65631,6089.75
Rough,1.16408,5745
Rough,1.16408,6851
Rough,53.54755,9425.41304
Rough,5.82039,6357.2
Rough,57.03978,7832.57143
Rough,66.3524,9473.92982
Rough,3.49223,6108.66667
Rough,1.16408,5534
Rough,12.80485,6838.27273
Rough,1.16408,5886
Rough,53.54755,10096.93478
Rough,24.44562,9607.71429
Rough,1.16408,5465
Rough,10.4767,6653.55556
Rough,23.28154,9268.6
Rough,1.16408,5441
Rough,84.97764,8895.12329
Rough,24.44562,10282.66667
Rough,1.16408,5741
Rough,1.16408,5463
Rough,26.77378,6607.56522
Rough,86.14172,10591.91892
Rough,11.64077,6366.7
Rough,17.46116,7607.66667
Rough,2.32815,5867.5
Rough,6.98446,6019.83333
Rough,4.65631,5992.25
Rough,27.93785,6739.70833
Rough,51.2194,7017.72727
Rough,37.25047,7618.625
Rough,95.45433,14290.67073
Rough,1.16408,5786
Rough,2.32815,6054.5
Rough,1.16408,5703
Rough,1.16408,5633
Rough,31.43009,9169.40741
Rough,11.64077,7982.4
Rough,12.80485,9379.36364
Rough,23.28154,7777.45
Rough,1.16408,6623
Rough,17.46116,7571.13333
Rough,3.49223,5945.66667
Rough,1.16408,6701
Rough,32.59416,8289.39286
Rough,1.16408,6734
Rough,60.53202,9622.5
Rough,94.29026,8574.98765
Rough,2.32815,6081.5
Rough,18.62524,7862.1875
Rough,19.78931,9172
Rough,17.46116,7583
Rough,1.16408,7430
Rough,1.16408,5787
Rough,8.14854,5981
Rough,8.14854,9637.85714
Rough,6.98446,6821.16667
Rough,1.16408,5625
Rough,9.31262,7085.125
Rough,1.16408,5498
Rough,12.80485,7761.72727
Rough,67.51648,11366.58621
Rough,1.16408,6062
Rough,9.31262,9090.375
Rough,124.55626,8620.85047
Rough,1.16408,6521
Rough,18.62524,7546.8125
Rough,1.16408,5476
Rough,2.32815,5984.5
Rough,3.49223,5953.66667
Rough,22.11747,7163.05263
Rough,3.49223,6623.66667
Rough,1.16408,7622
Rough,97.78249,8604.20238
Rough,10.4767,6396.66667
Rough,2.32815,6697
Rough,15.133,6150.30769
Rough,4.65631,7564.25
Rough,11.64077,9181.8
Rough,3.49223,6312.33333
Rough,40.7427,7474.94286
Rough,30.26601,7801.07692
Rough,8.14854,6859.28571
Rough,1.16408,8981
Rough,1.16408,6631
Rough,1.16408,5426
Rough,10.4767,6993.11111
Rough,43.07086,11218.02703
Rough,1.16408,6703
Rough,1.16408,5445
Rough,90.79802,11596.51282
Rough,17.46116,8203.33333
Rough,3.49223,5970.66667
Rough,58.20386,10643.68
Rough,1.16408,6407
Rough,1.16408,5443
Rough,22.11747,7478.15789
Rough,1.16408,5969
Rough,1.16408,6438
Rough,2.32815,6445.5
Rough,1.16408,6207
Rough,81.48541,9836.37143
Rough,47.72717,6784.34146
Rough,2.32815,6370.5
Rough,1.16408,5498
Rough,13.96893,7940.75
Rough,1.16408,5894
Rough,4.65631,5845.5
Rough,8.14854,6090.71429
Rough,74.50094,11645.48438
Rough,82.64948,10805.60563
Rough,4.65631,6468.25
Rough,1.16408,5678
Rough,19.78931,8321.88235
Rough,3.49223,6503.33333
Rough,2.32815,6750
Rough,65.18833,10120.28571
Rough,8.14854,7066.57143
Rough,112.91549,9641.35052
Rough,20.95339,8774.22222
Rough,6.98446,6547.5
Rough,17.46116,7760.86667
Rough,3.49223,5992.66667
Rough,1.16408,5733
Rough,1.16408,5799
Rough,24.44562,7710.28571
Rough,1.16408,6157
Rough,31.43009,9059.07407
Rough,1.16408,5901
Rough,68.68056,8151.32203
Rough,1.16408,6449
Rough,2.32815,5509.5
Rough,1.16408,6484
Rough,3.49223,6381.33333
Rough,2.32815,5777.5
Rough,1.16408,5785
Rough,76.8291,11589.5303
Rough,38.41455,6978.09091
Rough,24.44562,8348.28571
Rough,1.16408,5962
Rough,1.16408,6026
Rough,1.16408,5521
Rough,1.16408,6304
Rough,2.32815,6118
Rough,41.90678,11952.52778
Rough,1.16408,6046
Rough,5.82039,6228
Rough,1.16408,6280
Rough,20.95339,9156.88889
Rough,79.15725,13307.91176
Rough,2.32815,6984
Rough,50.05532,9741.13953
Rough,1.16408,6526
Rough,36.08639,12269.70968
Rough,36.08639,8642.16129
Rough,20.95339,8591.88889
Rough,9.31262,6310.25
Rough,1.16408,6509
Rough,98.94657,11746.42353
Rough,4.65631,6312
Rough,417.90373,12056.5376
Rough,32.59416,9652.67857
Rough,1.16408,5575
Rough,1.16408,6850
Rough,18.62524,7053.625
Rough,3.49223,6033.66667
Rough,4.65631,6912.25
Rough,140.85335,11372.29752
Rough,1.16408,5910
Rough,2.32815,6125.5
Rough,3.49223,6841
Rough,16.29708,7823.57143
Rough,2.32815,6991
Rough,53.54755,10983.36957
Rough,138.52519,15016.12605
Rough,22.11747,10202.52632
Rough,94.29026,16193.54321
Rough,11.64077,11217.4
Rough,32.59416,9449.39286
Rough,17.46116,9186.13333
Rough,6.98446,6972.16667
Rough,61.69609,13009.69811
Rough,90.79802,8513.15385
Rough,1.16408,5814
Rough,4.65631,8050
Rough,1.16408,5579
